,county,living,min,poverty,state
0,Autauga County,11.1,7.25,5,Alabama
1,Baldwin County,12.55,7.25,5,Alabama
2,Barbour County,10.54,7.25,5,Alabama
3,Bibb County,11.62,7.25,5,Alabama
4,Blount County,11.62,7.25,5,Alabama
5,Bullock County,10.47,7.25,5,Alabama
6,Butler County,10.29,7.25,5,Alabama
7,Calhoun County,10.12,7.25,5,Alabama
8,Chambers County,10.37,7.25,5,Alabama
9,Cherokee County,10.29,7.25,5,Alabama
10,Chilton County,10.43,7.25,5,Alabama
11,Choctaw County,10.61,7.25,5,Alabama
12,Clarke County,10.62,7.25,5,Alabama
13,Clay County,10.62,7.25,5,Alabama
14,Cleburne County,10.5,7.25,5,Alabama
15,Coffee County,10.83,7.25,5,Alabama
16,Colbert County,10.72,7.25,5,Alabama
17,Conecuh County,10.29,7.25,5,Alabama
18,Coosa County,10.79,7.25,5,Alabama
19,Covington County,10.29,7.25,5,Alabama
20,Crenshaw County,10.38,7.25,5,Alabama
21,Cullman County,10.48,7.25,5,Alabama
22,Dale County,9.97,7.25,5,Alabama
23,Dallas County,10.37,7.25,5,Alabama
24,DeKalb County,11.17,7.25,5,Alabama
25,Elmore County,11.1,7.25,5,Alabama
26,Escambia County,10.62,7.25,5,Alabama
27,Etowah County,10.71,7.25,5,Alabama
28,Fayette County,10.5,7.25,5,Alabama
29,Franklin County,10.5,7.25,5,Alabama
30,Geneva County,10.58,7.25,5,Alabama
31,Greene County,10.47,7.25,5,Alabama
32,Hale County,10.96,7.25,5,Alabama
33,Henry County,10.62,7.25,5,Alabama
34,Houston County,10.58,7.25,5,Alabama
35,Jackson County,9.93,7.25,5,Alabama
36,Jefferson County,11.62,7.25,5,Alabama
37,Lamar County,10.5,7.25,5,Alabama
38,Lauderdale County,10.72,7.25,5,Alabama
39,Lawrence County,10.05,7.25,5,Alabama
40,Lee County,10.81,7.25,5,Alabama
41,Limestone County,10.8,7.25,5,Alabama
42,Lowndes County,11.1,7.25,5,Alabama
43,Macon County,10.35,7.25,5,Alabama
44,Madison County,10.8,7.25,5,Alabama
45,Marengo County,10.34,7.25,5,Alabama
46,Marion County,10.29,7.25,5,Alabama
47,Marshall County,10.29,7.25,5,Alabama
48,Mobile County,12.02,7.25,5,Alabama
49,Monroe County,10.5,7.25,5,Alabama
50,Montgomery County,11.1,7.25,5,Alabama
51,Morgan County,10.05,7.25,5,Alabama
52,Perry County,10.58,7.25,5,Alabama
53,Pickens County,10.2,7.25,5,Alabama
54,Pike County,10.79,7.25,5,Alabama
55,Randolph County,10.54,7.25,5,Alabama
56,Russell County,11.22,7.25,5,Alabama
57,Shelby County,11.62,7.25,5,Alabama
58,St. Clair County,11.62,7.25,5,Alabama
59,Sumter County,10.86,7.25,5,Alabama
60,Talladega County,10.56,7.25,5,Alabama
61,Tallapoosa County,10.62,7.25,5,Alabama
62,Tuscaloosa County,10.96,7.25,5,Alabama
63,Walker County,10.53,7.25,5,Alabama
64,Washington County,10.29,7.25,5,Alabama
65,Wilcox County,10.47,7.25,5,Alabama
66,Winston County,10.29,7.25,5,Alabama
67,Aleutians East Borough,11.97,9.84,7,Alaska
68,Aleutians West Census Area,13.93,9.84,7,Alaska
69,Anchorage Municipality,12.72,9.84,7,Alaska
70,Bethel Census Area,13.79,9.84,7,Alaska
71,Bristol Bay Borough,12.75,9.84,7,Alaska
72,Denali Borough,14.33,9.84,7,Alaska
73,Dillingham Census Area,12.51,9.84,7,Alaska
74,Fairbanks North Star Borough,12.16,9.84,7,Alaska
75,Haines Borough,11.63,9.84,7,Alaska
76,Hoonah-Angoon Census Area,10.47,9.84,7,Alaska
77,Juneau City and Borough,12.99,9.84,7,Alaska
78,Kenai Peninsula Borough,12.54,9.84,7,Alaska
79,Ketchikan Gateway Borough,12.37,9.84,7,Alaska
80,Kodiak Island Borough,12.81,9.84,7,Alaska
81,Lake and Peninsula Borough,11.18,9.84,7,Alaska
82,Matanuska-Susitna Borough,11.22,9.84,7,Alaska
83,Nome Census Area,13.48,9.84,7,Alaska
84,North Slope Borough,13.11,9.84,7,Alaska
85,Northwest Arctic Borough,13.73,9.84,7,Alaska
86,Petersburg Census Area,11.3,9.84,7,Alaska
87,Prince of Wales-Hyder Census Area,12.28,9.84,7,Alaska
88,Sitka City and Borough,12.76,9.84,7,Alaska
89,Skagway Municipality,13.56,9.84,7,Alaska
90,Southeast Fairbanks Census Area,12.65,9.84,7,Alaska
91,Valdez-Cordova Census Area,12.47,9.84,7,Alaska
92,Wade Hampton Census Area,11.46,9.84,7,Alaska
93,Wrangell City and Borough,11.64,9.84,7,Alaska
94,Yakutat City and Borough,12.46,9.84,7,Alaska
95,Yukon-Koyukuk Census Area,10.79,9.84,7,Alaska
96,Apache County,10.32,10.5,5,Arizona
97,Cochise County,11.03,10.5,5,Arizona
98,Coconino County,11.75,10.5,5,Arizona
99,Gila County,11.06,10.5,5,Arizona
100,Graham County,10.86,10.5,5,Arizona
101,Greenlee County,10.51,10.5,5,Arizona
102,La Paz County,10.65,10.5,5,Arizona
103,Maricopa County,11.22,10.5,5,Arizona
104,Mohave County,10.6,10.5,5,Arizona
105,Navajo County,11.01,10.5,5,Arizona
106,Pima County,10.74,10.5,5,Arizona
107,Pinal County,11.22,10.5,5,Arizona
108,Santa Cruz County,10.47,10.5,5,Arizona
109,Yavapai County,11.61,10.5,5,Arizona
110,Yuma County,11.32,10.5,5,Arizona
111,Arkansas County,10.03,8.5,5,Arkansas
112,Ashley County,10.03,8.5,5,Arkansas
113,Baxter County,10.15,8.5,5,Arkansas
114,Benton County,10.49,8.5,5,Arkansas
115,Boone County,9.97,8.5,5,Arkansas
116,Bradley County,9.8,8.5,5,Arkansas
117,Calhoun County,10.09,8.5,5,Arkansas
118,Carroll County,10.39,8.5,5,Arkansas
119,Chicot County,10.03,8.5,5,Arkansas
120,Clark County,9.91,8.5,5,Arkansas
121,Clay County,9.91,8.5,5,Arkansas
122,Cleburne County,10.15,8.5,5,Arkansas
123,Cleveland County,9.73,8.5,5,Arkansas
124,Columbia County,10.03,8.5,5,Arkansas
125,Conway County,10.28,8.5,5,Arkansas
126,Craighead County,9.97,8.5,5,Arkansas
127,Crawford County,10.15,8.5,5,Arkansas
128,Crittenden County,11.05,8.5,5,Arkansas
129,Cross County,10.2,8.5,5,Arkansas
130,Dallas County,9.91,8.5,5,Arkansas
131,Desha County,9.91,8.5,5,Arkansas
132,Drew County,9.94,8.5,5,Arkansas
133,Faulkner County,10.72,8.5,5,Arkansas
134,Franklin County,9.91,8.5,5,Arkansas
135,Fulton County,9.91,8.5,5,Arkansas
136,Garland County,10.36,8.5,5,Arkansas
137,Grant County,9.81,8.5,5,Arkansas
138,Greene County,10.27,8.5,5,Arkansas
139,Hempstead County,10.04,8.5,5,Arkansas
140,Hot Spring County,10.22,8.5,5,Arkansas
141,Howard County,9.46,8.5,5,Arkansas
142,Independence County,9.91,8.5,5,Arkansas
143,Izard County,10.03,8.5,5,Arkansas
144,Jackson County,9.46,8.5,5,Arkansas
145,Jefferson County,9.73,8.5,5,Arkansas
146,Johnson County,10.04,8.5,5,Arkansas
147,Lafayette County,9.91,8.5,5,Arkansas
148,Lawrence County,10.01,8.5,5,Arkansas
149,Lee County,9.91,8.5,5,Arkansas
150,Lincoln County,9.73,8.5,5,Arkansas
151,Little River County,9.76,8.5,5,Arkansas
152,Logan County,10.09,8.5,5,Arkansas
153,Lonoke County,10.72,8.5,5,Arkansas
154,Madison County,10.49,8.5,5,Arkansas
155,Marion County,9.69,8.5,5,Arkansas
156,Miller County,10.21,8.5,5,Arkansas
157,Mississippi County,9.98,8.5,5,Arkansas
158,Monroe County,9.92,8.5,5,Arkansas
159,Montgomery County,9.91,8.5,5,Arkansas
160,Nevada County,9.93,8.5,5,Arkansas
161,Newton County,9.91,8.5,5,Arkansas
162,Ouachita County,10.22,8.5,5,Arkansas
163,Perry County,10.72,8.5,5,Arkansas
164,Phillips County,9.91,8.5,5,Arkansas
165,Pike County,10.22,8.5,5,Arkansas
166,Poinsett County,10.13,8.5,5,Arkansas
167,Polk County,9.91,8.5,5,Arkansas
168,Pope County,10.13,8.5,5,Arkansas
169,Prairie County,9.93,8.5,5,Arkansas
170,Pulaski County,10.72,8.5,5,Arkansas
171,Randolph County,9.91,8.5,5,Arkansas
172,Saline County,10.72,8.5,5,Arkansas
173,Scott County,9.91,8.5,5,Arkansas
174,Searcy County,10.03,8.5,5,Arkansas
175,Sebastian County,10.15,8.5,5,Arkansas
176,Sevier County,9.91,8.5,5,Arkansas
177,Sharp County,9.46,8.5,5,Arkansas
178,St. Francis County,10.03,8.5,5,Arkansas
179,Stone County,9.94,8.5,5,Arkansas
180,Union County,10.47,8.5,5,Arkansas
181,Van Buren County,9.91,8.5,5,Arkansas
182,Washington County,10.49,8.5,5,Arkansas
183,White County,9.96,8.5,5,Arkansas
184,Woodruff County,9.65,8.5,5,Arkansas
185,Yell County,9.91,8.5,5,Arkansas
186,Alameda County,16.48,11,5,California
187,Alpine County,10.89,11,5,California
188,Amador County,11.65,11,5,California
189,Butte County,11.35,11,5,California
190,Calaveras County,10.99,11,5,California
191,Colusa County,10.47,11,5,California
192,Contra Costa County,16.48,11,5,California
193,Del Norte County,11.87,11,5,California
194,El Dorado County,11.78,11,5,California
195,Fresno County,11.45,11,5,California
196,Glenn County,10.57,11,5,California
197,Humboldt County,11.57,11,5,California
198,Imperial County,10.47,11,5,California
199,Inyo County,11.67,11,5,California
200,Kern County,11.14,11,5,California
201,Kings County,11.11,11,5,California
202,Lake County,11.04,11,5,California
203,Lassen County,11.22,11,5,California
204,Los Angeles County,13.54,11,5,California
205,Madera County,11.43,11,5,California
206,Marin County,19.63,11,5,California
207,Mariposa County,10.97,11,5,California
208,Mendocino County,11.68,11,5,California
209,Merced County,10.47,11,5,California
210,Modoc County,10.14,11,5,California
211,Mono County,12.19,11,5,California
212,Monterey County,13.29,11,5,California
213,Napa County,13.71,11,5,California
214,Nevada County,12.5,11,5,California
215,Orange County,15.31,11,5,California
216,Placer County,11.78,11,5,California
217,Plumas County,10.82,11,5,California
218,Riverside County,12.3,11,5,California
219,Sacramento County,11.78,11,5,California
220,San Benito County,13.74,11,5,California
221,San Bernardino County,12.3,11,5,California
222,San Diego County,15.01,11,5,California
223,San Francisco County,19.63,11,5,California
224,San Joaquin County,11.1,11,5,California
225,San Luis Obispo County,12.87,11,5,California
226,San Mateo County,19.63,11,5,California
227,Santa Barbara County,14.48,11,5,California
228,Santa Clara County,16.95,11,5,California
229,Santa Cruz County,14.67,11,5,California
230,Shasta County,11.36,11,5,California
231,Sierra County,12.28,11,5,California
232,Siskiyou County,10.43,11,5,California
233,Solano County,12.5,11,5,California
234,Sonoma County,13.92,11,5,California
235,Stanislaus County,11.33,11,5,California
236,Sutter County,11.4,11,5,California
237,Tehama County,10.79,11,5,California
238,Trinity County,11.04,11,5,California
239,Tulare County,11.4,11,5,California
240,Tuolumne County,11.08,11,5,California
241,Ventura County,14.39,11,5,California
242,Yolo County,12.77,11,5,California
243,Yuba County,11.4,11,5,California
244,Adams County,12.95,10.2,5,Colorado
245,Alamosa County,11.14,10.2,5,Colorado
246,Arapahoe County,12.95,10.2,5,Colorado
247,Archuleta County,11.47,10.2,5,Colorado
248,Baca County,11.1,10.2,5,Colorado
249,Bent County,10.77,10.2,5,Colorado
250,Boulder County,13.35,10.2,5,Colorado
251,Broomfield County,12.95,10.2,5,Colorado
252,Chaffee County,11.16,10.2,5,Colorado
253,Cheyenne County,10.75,10.2,5,Colorado
254,Clear Creek County,12.95,10.2,5,Colorado
255,Conejos County,11.1,10.2,5,Colorado
256,Costilla County,10.83,10.2,5,Colorado
257,Crowley County,10.75,10.2,5,Colorado
258,Custer County,10.83,10.2,5,Colorado
259,Delta County,11.5,10.2,5,Colorado
260,Denver County,12.95,10.2,5,Colorado
261,Dolores County,11.1,10.2,5,Colorado
262,Douglas County,12.95,10.2,5,Colorado
263,Eagle County,12.64,10.2,5,Colorado
264,Elbert County,12.95,10.2,5,Colorado
265,El Paso County,11.37,10.2,5,Colorado
266,Fremont County,11.04,10.2,5,Colorado
267,Garfield County,12.41,10.2,5,Colorado
268,Gilpin County,12.95,10.2,5,Colorado
269,Grand County,11.33,10.2,5,Colorado
270,Gunnison County,10.74,10.2,5,Colorado
271,Hinsdale County,11.2,10.2,5,Colorado
272,Huerfano County,10.83,10.2,5,Colorado
273,Jackson County,11.12,10.2,5,Colorado
274,Jefferson County,12.95,10.2,5,Colorado
275,Kiowa County,11.31,10.2,5,Colorado
276,Kit Carson County,10.83,10.2,5,Colorado
277,Lake County,11.67,10.2,5,Colorado
278,La Plata County,12.04,10.2,5,Colorado
279,Larimer County,12.13,10.2,5,Colorado
280,Las Animas County,10.89,10.2,5,Colorado
281,Lincoln County,10.89,10.2,5,Colorado
282,Logan County,11.02,10.2,5,Colorado
283,Mesa County,11.27,10.2,5,Colorado
284,Mineral County,10.83,10.2,5,Colorado
285,Moffat County,11.27,10.2,5,Colorado
286,Montezuma County,11.1,10.2,5,Colorado
287,Montrose County,11.31,10.2,5,Colorado
288,Morgan County,10.76,10.2,5,Colorado
289,Otero County,10.87,10.2,5,Colorado
290,Ouray County,11.89,10.2,5,Colorado
291,Park County,12.95,10.2,5,Colorado
292,Phillips County,10.75,10.2,5,Colorado
293,Pitkin County,14.07,10.2,5,Colorado
294,Prowers County,10.98,10.2,5,Colorado
295,Pueblo County,11.34,10.2,5,Colorado
296,Rio Blanco County,11.11,10.2,5,Colorado
297,Rio Grande County,11.1,10.2,5,Colorado
298,Routt County,13.52,10.2,5,Colorado
299,Saguache County,10.75,10.2,5,Colorado
300,San Juan County,12.71,10.2,5,Colorado
301,San Miguel County,12.83,10.2,5,Colorado
302,Sedgwick County,10.75,10.2,5,Colorado
303,Summit County,13.67,10.2,5,Colorado
304,Teller County,11.98,10.2,5,Colorado
305,Washington County,11.1,10.2,5,Colorado
306,Weld County,11.34,10.2,5,Colorado
307,Yuma County,10.75,10.2,5,Colorado
308,Fairfield County,13.7,10.1,5,Connecticut
309,Hartford County,12.3,10.1,5,Connecticut
310,Litchfield County,11.73,10.1,5,Connecticut
311,Middlesex County,12.57,10.1,5,Connecticut
312,New Haven County,13.05,10.1,5,Connecticut
313,New London County,12.11,10.1,5,Connecticut
314,Tolland County,12.3,10.1,5,Connecticut
315,Windham County,11.53,10.1,5,Connecticut
316,Kent County,12.61,8.25,5,Delaware
317,New Castle County,12.7,8.25,5,Delaware
318,Sussex County,11.2,8.25,5,Delaware
319,District of Columbia,17.02,12.5,5,District of Columbia
320,Alachua County,10.93,8.25,5,Florida
321,Baker County,9.96,8.25,5,Florida
322,Bay County,11.38,8.25,5,Florida
323,Bradford County,10.32,8.25,5,Florida
324,Brevard County,10.51,8.25,5,Florida
325,Broward County,12.28,8.25,5,Florida
326,Calhoun County,10.15,8.25,5,Florida
327,Charlotte County,10.97,8.25,5,Florida
328,Citrus County,10.61,8.25,5,Florida
329,Clay County,10.88,8.25,5,Florida
330,Collier County,12.09,8.25,5,Florida
331,Columbia County,10.51,8.25,5,Florida
332,DeSoto County,10.18,8.25,5,Florida
